LATITUDE,LONGITUDE,MODE,SEVERITY,YEAR,REPORTDATE,segment_id,FATAL_DRIVER,FATAL_BICYCLIST,FATAL_PEDESTRIAN,MAJORINJURIES_BICYCLIST,MAJORINJURIES_PEDESTRIAN,MAJORINJURIES_DRIVER,WARD,in_impact_zone,Zone
38.90323694092135,-77.052139623892,vehicle,minor_or_property,2025,2025-04-17 19:55:00,2,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89296034576299,-77.02058920475065,vehicle,minor_or_property,2025,2025-04-19 18:59:00,9,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.90045478581812,-77.04665397250135,vehicle,minor_or_property,2025,2025-04-20 23:00:00,6,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.899013408927416,-77.04170749035332,vehicle,minor_or_property,2025,2025-04-18 19:05:00,4,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.893604610814826,-77.01962191599878,vehicle,minor_or_property,2025,2025-04-18 20:56:00,9,0,0,0,0,0,0,Ward 6,False,Rest of Corridor
38.90041089614896,-77.04403385782308,vehicle,minor_or_property,2025,2025-04-21 21:27:00,6,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.8950072560744,-77.02802769331497,vehicle,minor_or_property,2025,2025-04-21 21:50:00,12,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.90099891972479,-77.04490196032827,vehicle,minor_or_property,2025,2025-04-22 08:30:00,7,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.8962901071371,-77.0326540257865,vehicle,minor_or_property,2025,2025-04-26 16:45:00,14,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.90186695249349,-77.05074257892684,vehicle,minor_or_property,2025,2025-04-25 17:45:00,5,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.90547091692762,-77.0570302100324,vehicle,minor_or_property,2025,2025-04-25 02:30:00,5,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.90127520748897,-77.0465101619725,vehicle,minor_or_property,2025,2025-04-26 23:00:00,6,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.89208110942328,-77.01545989995107,vehicle,minor_or_property,2025,2025-04-29 20:00:00,8,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.90220201844187,-77.04911953941466,vehicle,minor_or_property,2025,2025-04-29 18:01:00,3,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.90538857758658,-77.05811481047725,vehicle,minor_or_property,2025,2025-04-28 03:00:00,1,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89330256558507,-77.02192139978463,vehicle,minor_or_property,2025,2025-04-30 18:25:00,7,0,0,0,0,0,0,Ward 6,False,Rest of Corridor
38.89189219426773,-77.01626008996008,vehicle,minor_or_property,2025,2025-04-29 15:17:00,16,0,0,0,0,0,0,Ward 6,False,Rest of Corridor
38.90583435501758,-77.05703821362128,vehicle,minor_or_property,2025,2025-05-04 21:09:00,5,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
